0.000299,0.000318,0.000316,0,0,0,0,0,0,0,0,0,0,0,0
0.000223,0.000251,0.000182,0,0,0,0,0,0,0,0,0,0,0,0
0.009952,0.009831,0.009877,0,0,0,0,0,0,0,0,0,0,0,0
0.009844,0.009785,0.009657,0,0,0,0,0,0,0,0,0,0,0,0
0.009754,0.009817,0.009746,0,0,0,0,0,0,0,0,0,0,0,0
0.009774,0.00974,0.009632,0,0,0,0,0,0,0,0,0,0,0,0
0.009811,0.009789,0.009718,0,0,0,0,0,0,0,0,0,0,0,0
0.009788,0.009821,0.009698,0,0,0,0,0,0,0,0,0,0,0,0
0.009731,0.009805,0.009737,0,0,0,0,0,0,0,0,0,0,0,0
0.009759,0.009819,0.009718,0,0,0,0,0,0,0,0,0,0,0,0
0.009795,0.009811,0.009738,0,0,0,0,0,0,0,0,0,0,0,0
0.009825,0.009804,0.009771,0,0,0,0,0,0,0,0,0,0,0,0
0.009795,0.009818,0.009754,0,0,0,0,0,0,0,0,0,0,0,0
0.009764,0.009784,0.009737,0,0,0,0,0,0,0,0,0,0,0,0
0.009761,0.00981,0.009787,0,0,0,0,0,0,0,0,0,0,0,0
0.009792,0.009796,0.009742,0,0,0,0,0,0,0,0,0,0,0,0
0.009747,0.009794,0.009753,0,0,0,0,0,0,0,0,0,0,0,0
0.009769,0.009807,0.009694,0,0,0,0,0,0,0,0,0,0,0,0
0.009731,0.009814,0.009739,0,0,0,0,0,0,0,0,0,0,0,0
0.009764,0.009844,0.009803,0,0,0,0,0,0,0,0,0,0,0,0
0.009702,0.009775,0.009778,0,0,0,0,0,0,0,0,0,0,0,0
0.009783,0.009806,0.009799,0,0,0,0,0,0,0,0,0,0,0,0
0.009806,0.009839,0.009793,0,0,0,0,0,0,0,0,0,0,0,0
0.009743,0.009688,0.009836,0,0,0,0,0,0,0,0,0,0,0,0
0.009763,0.00978,0.00984,0,0,0,0,0,0,0,0,0,0,0,0
0.009742,0.009744,0.00985,0,0,0,0,0,0,0,0,0,0,0,0
0.009763,0.009726,0.009796,0,0,0,0,0,0,0,0,0,0,0,0
0.00984,0.009931,0.009817,0,0,0,0,0,0,0,0,0,0,0,0
0.009873,0.009955,0.009824,0,0,0,0,0,0,0,0,0,0,0,0
0.009781,0.010072,0.009774,0,0,0,0,0,0,0,0,0,0,0,0
0.009808,0.010094,0.009791,0,0,0,0,0,0,0,0,0,0,0,0
0.009852,0.010091,0.009788,0,0,0,0,0,0,0,0,0,0,0,0
0.009849,0.010088,0.009762,0,0,0,0,0,0,0,0,0,0,0,0
0.009796,0.010095,0.009774,0,0,0,0,0,0,0,0,0,0,0,0
NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0
NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0
