1
555.000000,267.000000,280.000000,308.000000
570.000000,269.000000,280.000000,308.000000
578.000000,254.000000,280.000000,308.000000
598.000000,283.000000,280.000000,308.000000
614.000000,291.000000,280.000000,308.000000
621.000000,267.000000,280.000000,308.000000
619.000000,227.000000,280.000000,308.000000
615.000000,255.000000,280.000000,308.000000
604.000000,249.000000,280.000000,308.000000
590.000000,226.000000,280.000000,308.000000
594.000000,209.000000,280.000000,308.000000
594.000000,208.000000,280.000000,308.000000
622.000000,210.000000,280.000000,308.000000
629.000000,215.000000,280.000000,308.000000
624.000000,216.000000,280.000000,308.000000
621.000000,210.000000,280.000000,308.000000
626.000000,218.000000,280.000000,308.000000
634.000000,237.000000,280.000000,308.000000
640.000000,201.000000,280.000000,308.000000
638.000000,183.000000,280.000000,308.000000
641.000000,178.000000,285.000000,313.000000
634.000000,170.000000,288.000000,317.000000
632.000000,164.000000,295.000000,324.000000
625.000000,163.000000,295.000000,325.000000
620.000000,154.000000,300.000000,330.000000
608.000000,141.000000,302.000000,332.000000
619.000000,121.000000,308.000000,339.000000
617.000000,115.000000,314.000000,346.000000
629.000000,126.000000,320.000000,352.000000
630.000000,120.000000,321.000000,353.000000
626.000000,115.000000,317.000000,349.000000
642.000000,144.000000,321.000000,353.000000
651.000000,134.000000,323.000000,355.000000
632.000000,132.000000,329.000000,362.000000
603.000000,135.000000,330.000000,363.000000
577.000000,134.000000,327.000000,360.000000
552.000000,133.000000,326.000000,359.000000
515.000000,132.000000,327.000000,360.000000
493.000000,144.000000,329.000000,362.000000
478.000000,123.000000,335.000000,369.000000
464.000000,116.000000,339.000000,373.000000
470.000000,104.000000,347.000000,381.000000
450.000000,106.000000,353.000000,388.000000
463.000000,110.000000,355.000000,390.000000
445.000000,104.000000,357.000000,393.000000
467.000000,117.000000,357.000000,393.000000
480.000000,122.000000,348.000000,383.000000
494.000000,134.000000,340.000000,374.000000
498.000000,164.000000,336.000000,370.000000
528.000000,183.000000,331.000000,364.000000
508.000000,168.000000,335.000000,368.000000
525.000000,164.000000,342.000000,376.000000
519.000000,146.000000,348.000000,383.000000
548.000000,154.000000,354.000000,389.000000
563.000000,140.000000,364.000000,400.000000
577.000000,138.000000,371.000000,408.000000
563.000000,135.000000,379.000000,417.000000
555.000000,163.000000,383.000000,421.000000
551.000000,199.000000,382.000000,420.000000
532.000000,226.000000,380.000000,418.000000
