1
582.000000,473.000000,99.000000,113.000000
582.000000,473.000000,99.000000,113.000000
581.000000,473.000000,99.000000,113.000000
582.000000,473.000000,99.000000,113.000000
580.000000,475.000000,99.000000,113.000000
582.000000,473.000000,99.000000,113.000000
580.000000,473.000000,99.000000,113.000000
579.000000,473.000000,99.000000,113.000000
582.000000,473.000000,99.000000,113.000000
583.000000,475.000000,99.000000,113.000000
584.000000,476.000000,99.000000,113.000000
584.000000,474.000000,99.000000,113.000000
580.000000,473.000000,99.000000,113.000000
579.000000,474.000000,99.000000,113.000000
579.000000,476.000000,99.000000,113.000000
580.000000,476.000000,99.000000,113.000000
580.000000,474.000000,99.000000,113.000000
579.000000,472.000000,99.000000,113.000000
578.000000,473.000000,99.000000,113.000000
579.000000,477.000000,99.000000,113.000000
581.000000,476.000000,100.000000,114.000000
586.000000,472.000000,102.000000,116.000000
583.000000,471.000000,104.000000,118.000000
582.000000,471.000000,105.000000,120.000000
578.000000,469.000000,107.000000,122.000000
575.000000,469.000000,107.000000,122.000000
576.000000,463.000000,107.000000,123.000000
578.000000,468.000000,105.000000,120.000000
574.000000,467.000000,107.000000,122.000000
573.000000,469.000000,106.000000,121.000000
573.000000,471.000000,106.000000,121.000000
577.000000,470.000000,106.000000,121.000000
579.000000,472.000000,105.000000,119.000000
579.000000,472.000000,104.000000,119.000000
579.000000,471.000000,106.000000,121.000000
581.000000,471.000000,106.000000,121.000000
580.000000,473.000000,104.000000,119.000000
580.000000,469.000000,105.000000,120.000000
584.000000,473.000000,105.000000,120.000000
593.000000,473.000000,106.000000,121.000000
588.000000,473.000000,104.000000,119.000000
586.000000,473.000000,103.000000,117.000000
587.000000,470.000000,102.000000,116.000000
590.000000,471.000000,101.000000,115.000000
592.000000,471.000000,102.000000,117.000000
583.000000,466.000000,104.000000,119.000000
583.000000,468.000000,106.000000,121.000000
586.000000,471.000000,108.000000,123.000000
613.000000,481.000000,108.000000,124.000000
626.000000,493.000000,110.000000,126.000000
601.000000,474.000000,110.000000,126.000000
585.000000,470.000000,110.000000,126.000000
604.000000,478.000000,112.000000,128.000000
601.000000,475.000000,115.000000,131.000000
601.000000,480.000000,117.000000,134.000000
595.000000,470.000000,119.000000,135.000000
582.000000,472.000000,120.000000,137.000000
589.000000,472.000000,121.000000,139.000000
585.000000,468.000000,124.000000,141.000000
587.000000,466.000000,126.000000,144.000000
580.000000,472.000000,128.000000,146.000000
586.000000,480.000000,129.000000,148.000000
583.000000,459.000000,130.000000,149.000000
577.000000,461.000000,132.000000,150.000000
568.000000,463.000000,132.000000,150.000000
571.000000,464.000000,131.000000,149.000000
562.000000,469.000000,131.000000,150.000000
573.000000,467.000000,132.000000,151.000000
579.000000,464.000000,133.000000,152.000000
600.000000,469.000000,135.000000,154.000000
597.000000,467.000000,138.000000,158.000000
586.000000,457.000000,139.000000,159.000000
588.000000,464.000000,141.000000,161.000000
587.000000,459.000000,141.000000,161.000000
572.000000,453.000000,138.000000,158.000000
602.000000,466.000000,139.000000,158.000000
585.000000,456.000000,141.000000,161.000000
583.000000,462.000000,143.000000,163.000000
591.000000,461.000000,145.000000,165.000000
615.000000,482.000000,146.000000,166.000000
636.000000,494.000000,146.000000,167.000000
658.000000,508.000000,147.000000,168.000000
660.000000,510.000000,149.000000,170.000000
662.000000,509.000000,151.000000,173.000000
666.000000,507.000000,153.000000,175.000000
676.000000,503.000000,154.000000,176.000000
682.000000,500.000000,153.000000,175.000000
680.000000,497.000000,155.000000,176.000000
673.000000,502.000000,157.000000,179.000000
668.000000,501.000000,159.000000,181.000000
666.000000,500.000000,162.000000,185.000000
664.000000,492.000000,164.000000,187.000000
672.000000,498.000000,166.000000,189.000000
673.000000,500.000000,168.000000,192.000000
660.000000,487.000000,169.000000,193.000000
670.000000,486.000000,171.000000,195.000000
672.000000,485.000000,174.000000,198.000000
676.000000,478.000000,176.000000,201.000000
665.000000,473.000000,179.000000,204.000000
679.000000,480.000000,180.000000,205.000000
677.000000,479.000000,183.000000,209.000000
678.000000,465.000000,185.000000,211.000000
692.000000,465.000000,187.000000,214.000000
666.000000,461.000000,190.000000,217.000000
2
0
0
0
0
1
825.000000,523.000000,93.000000,104.000000
822.000000,530.000000,93.000000,104.000000
823.000000,531.000000,93.000000,104.000000
821.000000,531.000000,93.000000,104.000000
816.000000,530.000000,93.000000,104.000000
820.000000,534.000000,93.000000,104.000000
812.000000,525.000000,93.000000,104.000000
802.000000,521.000000,93.000000,104.000000
800.000000,524.000000,93.000000,104.000000
798.000000,522.000000,93.000000,104.000000
794.000000,522.000000,93.000000,104.000000
782.000000,538.000000,93.000000,104.000000
774.000000,533.000000,93.000000,104.000000
778.000000,533.000000,93.000000,104.000000
767.000000,526.000000,93.000000,104.000000
760.000000,528.000000,93.000000,104.000000
762.000000,512.000000,93.000000,104.000000
757.000000,496.000000,93.000000,104.000000
749.000000,504.000000,93.000000,104.000000
744.000000,503.000000,93.000000,104.000000
752.000000,498.000000,95.000000,106.000000
746.000000,483.000000,96.000000,107.000000
736.000000,472.000000,97.000000,108.000000
730.000000,462.000000,99.000000,111.000000
728.000000,456.000000,101.000000,113.000000
723.000000,452.000000,104.000000,116.000000
720.000000,445.000000,107.000000,119.000000
